src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
jeftasta,jeftalle,0_17,N;IN+ABL;SG,0_6,N;AT+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
reunasta,reunassa,0_17,N;IN+ABL;SG,0_7,N;IN+ESS;SG,n;sg;ela - post;,n;sg;ine - post;,C
aromaalle,aromaassa,0_6,N;AT+ALL;SG,0_7,N;IN+ESS;SG,n;sg;nom;cmp;n;sg;all,n;sg;nom;cmp;n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
turhilla,turhia,0_18,N;AT+ESS;SG,0_3,N;PRT;SG,adj;pst;pl;ade - n;pl;ade,adj;pst;pl;par - n;pl;par,SRC_SLOT_ERROR;TGT_SLOT_ERROR
synnyttäjän,synnyttäjänne,0_0,V;ACT;PRS;POS;IND;1;SG,0_5,N;NOM;SG,n;sg;gen,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,ERR_SRC_SLOT_ERROR
matkani,matkalle,0_16,N;GEN;SG,0_6,N;AT+ALL;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;all,ERR_TGT_SLOT_ERROR
palauttanut,palauttaa,1_7,V;ACT;PST;POS;IND;SG,1_1,V;NFIN,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,C
ahdistaa,ahdistat,1_1,V;NFIN,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;pri;p2;sg,C
makaa,maista,1_22,V;ACT;PRS;POS;IMP;2;PL,1_14,N;IN+ABL;PL,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,n;pl;ela - adj;pst;sg;par - adv; - verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_SRC_SLOT_ERROR
matka,matkaa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,n;sg;nom,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,ERR_SRC_SLOT_ERROR
rangaistuksesi,rangaistuksen,0_19,V;ACT;PRS;POS;COND,0_0,V;ACT;PRS;POS;IND;1;SG,verb;pasv;pp;pst;sg;tra;px2sg - adj;pst;sg;tra;px2sg - n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;sg;gen,ERR_TGT_SLOT_ERROR
pelastuin,pelastui,1_3,V;ACT;PST;POS;IND;1;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;past;p1;sg,verb;actv;past;p3;sg,C
vääräin,vääräksi,0_15,N;GEN;PL,0_2,ADJ;TRANS;SG,adj;pst;pl;gen;use_archaic - n;pl;gen;use_archaic,adj;pst;sg;tra - n;sg;tra,ERR_TGT_SLOT_ERROR
osani,osana,0_16,N;GEN;SG,0_14,ADJ;FRML;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;ess,ERR_TGT_SLOT_ERROR
ajamaan,ajatte,1_18,V;IN+ALL;SG,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pri;p2;pl,C
ostakoon,ostanut,1_17,V;ACT;PRS;POS;IMP;3;SG,1_7,V;ACT;PST;POS;IND;SG,verb;actv;imp;p3;sg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,C
versokoon,versoneet,1_17,V;ACT;PRS;POS;IMP;3;SG,1_12,V.PTCP;ACT;PST,verb;actv;imp;p3;sg,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,MAPPED_POS_PAIR_ERROR
henkemme,henkensä,0_10,V;ACT;PRS;POS;IND;1;PL,0_8,ADJ;GEADJ;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
sappensa,sappea,0_12,N;NOM;PL,0_3,N;PRT;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;par,ERR_TGT_SLOT_ERROR
mereksi,meret,0_2,ADJ;TRANS;SG,0_13,ADJ;NOM;PL,n;sg;tra,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
laskemaan,lasken,1_18,V;IN+ALL;SG,1_3,V;ACT;PST;POS;IND;1;SG,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pri;p1;sg,TGT_SLOT_ERROR
ääntäni,ääntäsi,0_16,N;GEN;SG,0_19,V;ACT;PRS;POS;COND,n;sg;par;px1sg,n;sg;par;px2sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
antimilla,antimien,0_18,N;AT+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;ade - n;pl;ade,n;pl;gen - n;pl;gen,ERR_SRC_SLOT_ERROR
olevan,olevani,0_0,V;ACT;PRS;POS;IND;1;SG,0_16,N;GEN;SG,adj;pst;sg;gen - vaux;actv;pprs;pst;sg;gen - verb;actv;pprs;pst;sg;gen,adj;pst;pl;nom;px1sg - adj;pst;sg;gen;px1sg - adj;pst;sg;nom;px1sg - vaux;actv;pprs;pst;pl;nom;px1sg - vaux;actv;pprs;pst;sg;gen;px1sg - vaux;actv;pprs;pst;sg;nom;px1sg - verb;actv;pprs;pst;pl;nom;px1sg - verb;actv;pprs;pst;sg;gen;px1sg - verb;actv;pprs;pst;sg;nom;px1sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
samuel,samuelin,1_11,V;ACT;PRS;POS;IND,1_3,V;ACT;PST;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
aikoja,aikonut,1_1,V;NFIN,1_7,V;ACT;PST;POS;IND;SG,n;pl;par,vaux;actv;past;sg;conneg - vaux;actv;pp;pst;sg;nom - adj;pst;sg;nom,ERR_SRC_SLOT_ERROR
aarteesi,aarteeni,0_19,V;ACT;PRS;POS;COND,0_16,N;GEN;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
lopulla,lopuksi,0_18,N;AT+ESS;SG,0_2,ADJ;TRANS;SG,adj;pst;sg;ade - n;sg;ade - adv; - post;,adj;pst;sg;tra - n;sg;tra - adv;,MAPPED_POS_PAIR_ERROR
tavara,tavaransa,0_1,ADJ;NOM;SG,0_12,N;NOM;PL,n;sg;nom,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
asettuu,asettukoot,1_0,V;ACT;PRS;POS;IND;3;SG,1_20,V;ACT;PRS;POS;IMP;3;PL,verb;actv;pri;p3;sg,verb;actv;imp;p3;pl,C
poistuneet,poistumaan,1_12,V.PTCP;ACT;PST,1_18,V;IN+ALL;SG,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill - n;sg;ill,MAPPED_POS_PAIR_ERROR
ennustamaan,ennustat,1_18,V;IN+ALL;SG,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pri;p2;sg,C
kovat,koin,1_16,V;ACT;PRS;POS;IND;3;PL,1_3,V;ACT;PST;POS;IND;1;SG,adj;pst;pl;nom - n;pl;nom,n;sg;gen - n;pl;ins - verb;actv;past;p1;sg - n;use_nonstd;pl;ins - n;pl;ins,PARADIGM_ERROR;SRC_SLOT_ERROR
pani,panit,1_11,V;ACT;PRS;POS;IND,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;past;p3;sg,verb;actv;past;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
deboran,debora,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
laitumet,laitumella,0_13,ADJ;NOM;PL,0_18,N;AT+ESS;SG,n;pl;nom,n;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
henkeni,henkemme,0_16,N;GEN;SG,0_10,V;ACT;PRS;POS;IND;1;PL,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,ERR_TGT_SLOT_ERROR
maamme,maansa,0_10,V;ACT;PRS;POS;IND;1;PL,0_12,N;NOM;PL,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
maasta,maaksi,0_17,N;IN+ABL;SG,0_2,ADJ;TRANS;SG,n;sg;ela,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
syvän,syvää,0_0,V;ACT;PRS;POS;IND;1;SG,0_3,N;PRT;SG,adj;pst;sg;gen - n;sg;gen,adj;pst;sg;par - n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,ERR_SRC_SLOT_ERROR
maarasta,maaran,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
kaikumaan,kaikua,1_18,V;IN+ALL;SG,1_1,V;NFIN,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,n;sg;par - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,C
tuottaisi,tuottako,1_13,V;ACT;PRS;POS;COND;3;SG,1_6,V;ACT;PRS;POS;IMP,verb;actv;cni;conneg - verb;actv;cni;p3;sg,verb;actv;imp;conneg,C
ennalleen,ennallensa,0_0,V;ACT;PRS;POS;IND;1;SG,0_12,N;NOM;PL,adv;px3sp,adv;px3sp,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR
uskoivat,uskoen,1_5,V;ACT;PST;POS;IND;3;PL,1_10,V;ACT;INS;SG,verb;actv;past;p3;pl,verb;actv;infe;sg;ins,C
moninaisista,moninaisia,1_14,N;IN+ABL;PL,1_21,N;PRT;PL,adj;pst;pl;ela,adj;pst;pl;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
padassa,padat,0_7,N;IN+ESS;SG,0_13,ADJ;NOM;PL,n;sg;ine,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
huoneenhaltija,huoneenhaltijain,0_1,ADJ;NOM;SG,0_15,N;GEN;PL,n;sg;gen;cmp;n;sg;nom,n;sg;gen;cmp;n;pl;gen;use_archaic,ERR_SRC_SLOT_ERROR
jalustain,jalustat,0_15,N;GEN;PL,0_13,ADJ;NOM;PL,n;pl;gen;use_archaic,n;pl;nom - verb;actv;pri;p2;sg,TGT_SLOT_ERROR
mooserotista,mooserotiin,0_17,N;IN+ABL;SG,0_15,N;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
nouskaa,nouskoot,1_22,V;ACT;PRS;POS;IMP;2;PL,1_20,V;ACT;PRS;POS;IMP;3;PL,verb;actv;imp;p2;pl,verb;actv;imp;p3;pl,C
väkevä,väkevästä,0_1,ADJ;NOM;SG,0_4,V;ACT;PRS;POS;IMP;2;SG,adj;pst;sg;nom - n;sg;nom,adj;pst;sg;ela - n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
haihtuu,haihtuvat,1_0,V;ACT;PRS;POS;IND;3;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;pri;p3;sg,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,C
johdattava,johdattakoot,1_2,V.PTCP;ACT;PRS,1_20,V;ACT;PRS;POS;IMP;3;PL,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,verb;actv;imp;p3;pl,MAPPED_POS_PAIR_ERROR
perää,perästä,0_3,N;PRT;SG,0_4,V;ACT;PRS;POS;IMP;2;SG,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,n;sg;ela - adv;,TGT_SLOT_ERROR
tulvinut,tulvii,1_7,V;ACT;PST;POS;IND;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;pri;p3;sg,TGT_SLOT_ERROR
pitkien,pitkiin,0_0,V;ACT;PRS;POS;IND;1;SG,0_15,N;GEN;PL,adj;pst;pl;gen - n;pl;gen,adj;pst;pl;ill - n;pl;ill,SRC_SLOT_ERROR;TGT_SLOT_ERROR
joonatanilla,joonatanin,0_18,N;AT+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
johtaen,johtakoon,1_10,V;ACT;INS;SG,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;infe;sg;ins,verb;actv;imp;p3;sg,C
lihassa,lihaa,0_7,N;IN+ESS;SG,0_3,N;PRT;SG,n;sg;ine,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
syömäsi,syömän,0_19,V;ACT;PRS;POS;COND,0_0,V;ACT;PRS;POS;IND;1;SG,verb;actv;infma;sg;ins;px2sg - verb;agent;pst;pl;nom;px2sg - verb;agent;pst;sg;gen;px2sg - verb;agent;pst;sg;nom;px2sg,verb;actv;infma;sg;ins - verb;agent;pst;sg;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
julistat,julistan,1_9,V;ACT;PRS;POS;IND;2;SG,1_3,V;ACT;PST;POS;IND;1;SG,verb;actv;pri;p2;sg,verb;actv;pri;p1;sg,TGT_SLOT_ERROR
vuon,vuosi,0_0,V;ACT;PRS;POS;IND;1;SG,0_19,V;ACT;PRS;POS;COND,n;sg;gen,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - n;sg;nom - verb;actv;past;p3;sg,ERR_SRC_SLOT_ERROR
uhri,uhrini,0_1,ADJ;NOM;SG,0_16,N;GEN;SG,n;sg;nom,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
benjaminissa,benjaminin,0_7,N;IN+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mielensä,mieleni,0_8,ADJ;GEADJ;SG,0_16,N;GEN;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,SRC_SLOT_ERROR
luoja,luoneet,1_1,V;NFIN,1_12,V.PTCP;ACT;PST,n;sg;nom,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,ERR_SRC_SLOT_ERROR
kansasta,kansain,0_17,N;IN+ABL;SG,0_15,N;GEN;PL,n;sg;ela,n;pl;gen;use_archaic,ERR_SRC_SLOT_ERROR
jäännökselle,jäännöksesi,0_6,N;AT+ALL;SG,0_19,V;ACT;PRS;POS;COND,n;sg;all,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
jälkeläisten,jälkeläistenne,0_0,V;ACT;PRS;POS;IND;1;SG,0_5,N;NOM;SG,n;pl;gen,n;pl;gen;px2pl,ERR_SRC_SLOT_ERROR
uskotte,uskot,1_23,V;ACT;PRS;POS;IND;2;PL,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;pri;p2;pl,n;pl;nom - verb;actv;pri;p2;sg,C
hallitsija,hallitsijan,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tekevä,tekevän,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,verb;actv;pprs;pst;sg;gen - adj;pst;sg;gen,TGT_SLOT_ERROR
kavaltamaan,kavaltaisi,1_18,V;IN+ALL;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
vaimon,vaimonsa,0_0,V;ACT;PRS;POS;IND;1;SG,0_12,N;NOM;PL,n;sg;gen,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
sitovat,sitoja,1_16,V;ACT;PRS;POS;IND;3;PL,1_1,V;NFIN,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom - n;pl;nom,n;sg;nom,ERR_TGT_SLOT_ERROR
saamanne,saamasi,0_5,N;NOM;SG,0_19,V;ACT;PRS;POS;COND,verb;actv;infma;sg;ins;px2pl - verb;agent;pst;pl;nom;px2pl - verb;agent;pst;sg;gen;px2pl - verb;agent;pst;sg;nom;px2pl - n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,verb;actv;infma;sg;ins;px2sg - verb;agent;pst;pl;nom;px2sg - verb;agent;pst;sg;gen;px2sg - verb;agent;pst;sg;nom;px2sg - n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,TGT_SLOT_ERROR
taakaksi,taakan,0_2,ADJ;TRANS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;tra,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
veremme,veresi,0_10,V;ACT;PRS;POS;IND;1;PL,0_19,V;ACT;PRS;POS;COND,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rikkauden,rikkaudeksi,0_0,V;ACT;PRS;POS;IND;1;SG,0_2,ADJ;TRANS;SG,n;sg;gen,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ajavat,aja,1_16,V;ACT;PRS;POS;IND;3;PL,1_11,V;ACT;PRS;POS;IND,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - n;pl;nom,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
lait,laista,0_13,ADJ;NOM;PL,0_17,N;IN+ABL;SG,n;pl;nom,adj;pst;sg;par - n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - n;sg;ela - n;pl;ela,ERR_SRC_SLOT_ERROR
kaupungilla,kaupungilta,0_18,N;AT+ESS;SG,0_11,N;AT+ABL;SG,n;sg;ade,n;sg;abl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
päiviin,päiville,0_15,N;GEN;PL,0_6,N;AT+ALL;SG,n;pl;ill,n;pl;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
haasum,haasumin,0_1,ADJ;NOM;SG,0_15,N;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
perintöosa,perintöosan,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
torilla,torille,0_18,N;AT+ESS;SG,0_6,N;AT+ALL;SG,n;pl;ade - n;sg;ade,n;pl;all - n;sg;all,C
kätensä,kätesi,0_8,ADJ;GEADJ;SG,0_19,V;ACT;PRS;POS;COND,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_TGT_SLOT_ERROR
huilut,huilua,0_13,ADJ;NOM;PL,0_3,N;PRT;SG,n;pl;nom,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tuhannella,tuhannet,0_18,N;AT+ESS;SG,0_13,ADJ;NOM;PL,num;card;sg;ade,num;card;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
perheinensä,perheinesi,0_8,ADJ;GEADJ;SG,0_19,V;ACT;PRS;POS;COND,n;com;px3sp,n;com;px2sg,ERR_SRC_SLOT_ERROR
maksan,maksakaa,1_3,V;ACT;PST;POS;IND;1;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,n;sg;gen - verb;actv;pri;p1;sg,verb;actv;imp;p2;pl,SRC_SLOT_ERROR
ylistyslaulua,ylistyslauluni,0_3,N;PRT;SG,0_16,N;GEN;SG,n;sg;par,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
tietäjäin,tietäjät,0_15,N;GEN;PL,0_13,ADJ;NOM;PL,n;pl;gen;use_archaic,n;pl;nom,ERR_TGT_SLOT_ERROR
kätkö,kätköt,0_1,ADJ;NOM;SG,0_13,ADJ;NOM;PL,n;sg;nom,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nouskaa,nouskoon,1_22,V;ACT;PRS;POS;IMP;2;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;imp;p2;pl,verb;actv;imp;p3;sg,C
poistavat,poistakoon,1_16,V;ACT;PRS;POS;IND;3;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - n;pl;nom,verb;actv;imp;p3;sg,C
janosta,jano,0_17,N;IN+ABL;SG,0_1,ADJ;NOM;SG,n;sg;ela,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kultaan,kultanne,0_9,N;IN+ALL;SG,0_5,N;NOM;SG,verb;actv;pri;p1;sg - adj;pst;sg;ill - n;sg;ill,adj;pst;pl;nom;px2pl - adj;pst;sg;gen;px2pl - adj;pst;sg;nom;px2pl - n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,C
jokaisen,jokaiselle,0_0,V;ACT;PRS;POS;IND;1;SG,0_6,N;AT+ALL;SG,adj;pst;sg;gen - prn;sg;gen,adj;pst;sg;all - prn;sg;all,SRC_SLOT_ERROR;TGT_SLOT_ERROR
eerin,eer,1_3,V;ACT;PST;POS;IND;1;SG,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
armahtanut,armahtaisi,1_7,V;ACT;PST;POS;IND;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
vahvana,vahvalla,0_14,ADJ;FRML;SG,0_18,N;AT+ESS;SG,adj;pst;sg;ess,adj;pst;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hoitajana,hoitajaksi,0_14,ADJ;FRML;SG,0_2,ADJ;TRANS;SG,n;sg;ess,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sait,sai,1_9,V;ACT;PRS;POS;IND;2;SG,1_11,V;ACT;PRS;POS;IND,verb;actv;past;p2;sg - n;pl;nom - ij;,verb;actv;past;p3;sg - n;sg;nom,SRC_SLOT_ERROR;TGT_SLOT_ERROR
keittäjäin,keittäjä,0_15,N;GEN;PL,0_1,ADJ;NOM;SG,n;pl;gen;use_archaic,n;sg;nom,ERR_TGT_SLOT_ERROR
puimaäkeeksi,puimaäkeet,0_2,ADJ;TRANS;SG,0_13,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
tunneta,tunnette,1_1,V;NFIN,1_23,V;ACT;PRS;POS;IND;2;PL,verb;pasv;pri;impers;conneg,verb;actv;pri;p2;pl,SRC_SLOT_ERROR
luovuttaneet,luovuttakaa,1_12,V.PTCP;ACT;PST,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,verb;actv;imp;p2;pl,MAPPED_POS_PAIR_ERROR
lunastaa,lunasta,1_1,V;NFIN,1_11,V;ACT;PRS;POS;IND,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
tuomionsa,tuomiossa,0_12,N;NOM;PL,0_7,N;IN+ESS;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;ine,ERR_TGT_SLOT_ERROR
juoksitte,juoksivat,1_23,V;ACT;PRS;POS;IND;2;PL,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;past;p2;pl,verb;actv;past;p3;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
vieraantunut,vieraantui,1_7,V;ACT;PST;POS;IND;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,verb;actv;past;p3;sg,C
varteen,varten,1_10,V;ACT;INS;SG,1_3,V;ACT;PST;POS;IND;1;SG,n;sg;ill - adv;,adv; - post;,UNK_TGT_SLOT_ERROR
vuoreksi,vuorelle,0_2,ADJ;TRANS;SG,0_6,N;AT+ALL;SG,n;sg;tra,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lopussa,loput,0_7,N;IN+ESS;SG,0_13,ADJ;NOM;PL,adj;pst;sg;ine - n;sg;ine - adv;,adj;pst;pl;nom - n;pl;nom - verb;actv;pri;p2;sg,MAPPED_POS_PAIR_ERROR
todistavat,todistava,1_16,V;ACT;PRS;POS;IND;3;PL,1_2,V.PTCP;ACT;PRS,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
julistaa,julistanut,1_1,V;NFIN,1_7,V;ACT;PST;POS;IND;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,C
arolle,aro,0_6,N;AT+ALL;SG,0_1,ADJ;NOM;SG,n;sg;all,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hallituksilta,hallituksia,0_11,N;AT+ABL;SG,0_3,N;PRT;SG,n;pl;abl,n;pl;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
