src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
камне,камни,1_10,1_22,n;f;nn;sg;dat - n;f;nn;sg;prp - n;m;nn;sg;prp - n;f;aa;sg;dat - n;f;aa;sg;prp,n;f;nn;pl;acc - n;f;nn;pl;nom - n;f;nn;sg;gen - n;m;nn;pl;acc - n;m;nn;pl;nom - n;f;aa;sg;gen - n;f;aa;pl;nom,C
назначил,назначал,0_4,0_4,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,PARADIGM_ERROR
томиться,томится,0_20,0_8,verb;impf;tv;inf;pass - verb;impf;iv;inf,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,C
совершен,совершает,0_24,0_14,verb;perf;tv;pp;pasv;short;m;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,PARADIGM_ERROR
запретить,запретил,0_31,0_4,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
пещера,пещерах,2_6,2_10,n;f;nn;sg;nom,n;f;nn;pl;prp,C
затрубите,затрубит,0_6,0_16,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
проводить,проводите,0_31,0_6,verb;perf;tv;inf - verb;perf;iv;inf - verb;impf;tv;inf - verb;impf;iv;inf,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl - verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,C
соберут,соберите,1_0,1_24,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,C
терафимов,терафима,2_1,2_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
шума,шум,0_13,0_26,n;m;nn;sg;gen,n;m;nn;sg;nom - n;m;nn;sg;acc,C
посланного,посланных,0_10,0_19,verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc,verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc,C
коварных,коварным,0_19,0_28,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
варит,вари,0_16,0_1,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
испугались,испугались,1_17,1_17,verb;perf;iv;past;mfn;pl,verb;perf;iv;past;mfn;pl,C
убивать,убивали,0_22,0_0,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,C
стези,стезям,1_22,1_11,n;f;nn;sg;gen - n;f;nn;pl;nom - n;f;nn;pl;acc,n;f;nn;pl;dat,C
уповало,уповать,1_15,1_14,verb;impf;iv;past;nt;sg,verb;impf;iv;inf,C
утих,утихло,1_1,1_15,verb;perf;iv;past;m;sg,verb;perf;iv;past;nt;sg,C
наступишь,наступил,0_15,0_4,verb;perf;iv;fut;p2;sg,verb;perf;iv;past;m;sg,C
проповеданного,проповеданного,0_10,0_10,verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc,verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc,C
светлую,светлое,2_13,2_15,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc - verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,C
вывеет,вывело,1_3,1_15,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;past;nt;sg - verb;perf;iv;past;nt;sg,PARADIGM_ERROR
отворить,отвори,0_31,0_1,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
преуспевай,преуспевать,1_1,1_14,verb;impf;iv;imp;p2;sg,verb;impf;iv;inf,C
повергает,повергает,0_14,0_14,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
называет,называешь,1_3,1_23,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
осквернился,осквернишь,0_18,0_15,verb;perf;iv;past;m;sg,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,PARADIGM_ERROR
тысяченачальником,тысяченачальнику,2_14,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
поститься,пост,0_20,0_26,verb;impf;iv;inf,n;m;nn;sg;nom - n;m;nn;sg;acc - n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,POS_PAIR_ERROR
нарушить,нарушиться,0_31,0_20,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;iv;inf,PARADIGM_ERROR
оказывают,оказывай,1_0,1_1,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
обитаю,обитания,1_2,1_8,verb;impf;iv;pres;p1;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
первосвященниками,первосвященниках,2_17,2_10,n;m;aa;pl;ins,n;m;aa;pl;prp,C
считайте,считая,1_5,1_20,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,C
оставишь,оставится,0_15,0_8,,,TGT_LEXICAL_ERROR
гробницах,гробницами,2_10,2_17,n;f;nn;pl;prp,n;f;nn;pl;ins,C
разделены,разделили,0_27,0_0,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
внимал,внимающий,1_4,1_21,verb;impf;iv;past;m;sg,verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,C
худым,худо,2_16,2_0,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;nt;nn;sg;nom - n;nt;nn;sg;acc - adj;sint;cmp - adj;sint;short;nt;sg,C
Иоахаз,Иоахазов,2_18,2_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
услаждать,услаждения,0_22,0_11,verb;impf;tv;inf - verb;impf;iv;inf,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
пленным,плена,0_28,0_13,n;m;aa;pl;dat - n;m;aa;sg;ins - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;m;nn;sg;gen - n;f;nn;sg;nom,PARADIGM_ERROR
угодное,угодным,0_3,0_28,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
быстрые,быстрого,2_8,2_7,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
говориться,говоришь,0_20,0_15,verb;impf;tv;inf;pass - verb;impf;iv;inf,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
уразумей,уразумеешь,1_1,1_23,verb;perf;iv;imp;p2;sg,verb;perf;iv;fut;p2;sg,C
унижает,унижены,0_14,0_27,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;pp;pasv;short;mfn;pl,PARADIGM_ERROR
пьют,пьете,1_0,1_19,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,C
выходим,выходит,0_17,0_16,verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl - verb;impf;iv;pres;p1;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg - verb;impf;iv;pres;p3;sg,C
вспомнишь,вспомнят,0_15,0_29,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,C
близкой,близкая,2_2,2_9,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adj;sint;f;an;sg;nom,C
возбудить,возбудив,0_31,0_30,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,C
продли,продлиться,0_1,0_20,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;iv;inf,PARADIGM_ERROR
кожаную,кожаный,2_13,2_12,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
построились,построении,0_25,0_5,verb;perf;iv;past;mfn;pl,n;nt;nn;sg;prp,POS_PAIR_ERROR
островов,островам,2_1,2_11,n;m;nn;pl;gen,n;m;nn;pl;dat,C
огромным,огромную,2_16,2_13,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,C
мертв,мертво,2_18,2_0,adj;sint;short;m;sg,adj;sint;short;nt;sg - adj;sint;cmp,C
наг,нага,2_18,2_6,adj;short;m;sg,adj;short;f;sg,C
обреченных,обречены,0_19,0_1,verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;short;mfn;pl - verb;perf;tv;pp;pasv;short;mfn;pl,C
немощные,немощен,0_21,0_24,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;short;m;sg - adj;sint;short;m;sg,C
худую,худые,2_13,2_8,adj;sint;f;an;sg;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
греха,грех,2_6,2_18,n;m;nn;sg;gen,n;m;nn;sg;nom - n;m;nn;sg;acc,C
хвалить,хвали,0_31,0_1,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
Иерихона,Иерихоне,2_6,2_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
дубрава,дубрава,2_6,2_6,n;f;nn;sg;nom,n;f;nn;sg;nom,C
поспеши,поспешал,0_1,0_4,verb;perf;iv;imp;p2;sg,verb;impf;iv;past;m;sg,PARADIGM_ERROR
внимай,внимает,1_1,1_3,verb;impf;iv;imp;p2;sg,verb;impf;iv;pres;p3;sg,C
проповедуется,проповедуем,1_12,1_13,verb;impf;tv;pres;p3;sg;pass,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,C
вступал,вступил,0_4,0_4,verb;impf;iv;past;m;sg,verb;perf;iv;past;m;sg,PARADIGM_ERROR
первою,первом,2_4,2_14,det;ord;f;an;sg;ins,n;nt;nn;sg;prp - det;ord;nt;an;sg;prp - det;ord;m;an;sg;prp,SRC_POS_ERROR
собрались,собрал,1_17,1_4,verb;perf;iv;past;mfn;pl,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
обличает,обличить,0_14,0_31,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;inf - verb;perf;iv;inf,PARADIGM_ERROR
стерегли,стерег,1_6,1_1,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,C
восьмом,восьмого,2_14,2_7,det;ord;nt;an;sg;prp - det;ord;m;an;sg;prp,det;ord;nt;an;sg;gen - det;ord;m;aa;sg;acc - det;ord;m;an;sg;gen,SRC_POS_ERROR TGT_POS_ERROR
заповеди,заповедей,1_22,1_18,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,n;f;nn;pl;gen,C
Пасхи,Пасхе,2_3,2_0,n;f;nn;sg;gen - n;f;nn;pl;nom - n;f;nn;pl;acc,n;f;nn;sg;prp,C
пьете,пьют,1_19,1_0,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
готовые,готовую,2_8,2_13,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,C
спасены,спас,0_27,0_26,verb;perf;tv;pp;pasv;short;mfn;pl,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - n;m;aa;sg;nom - verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
моя,мое,1_20,1_10,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv - prn;pos;f;an;sg;nom - det;pos;f;an;sg;nom,prn;pos;nt;an;sg;nom - prn;pos;nt;an;sg;acc - det;pos;nt;an;sg;nom - det;pos;nt;an;sg;acc,C
учу,учишь,0_23,0_15,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
блудодействуешь,блудодействуя,1_23,1_20,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
худые,худую,2_8,2_13,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;f;an;sg;acc,C
именитых,именитые,2_1,2_8,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
оскверниться,осквернился,0_20,0_18,verb;perf;iv;inf,verb;perf;iv;past;m;sg,C
отложен,отложится,0_24,0_8,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;iv;fut;p3;sg,PARADIGM_ERROR
девицы,девицу,2_3,2_19,n;f;aa;pl;nom - n;f;aa;sg;gen,n;f;aa;sg;acc,C
сдвинется,сдвинется,1_12,1_12,verb;perf;iv;fut;p3;sg,verb;perf;iv;fut;p3;sg,C
вождь,вождем,1_1,1_13,n;m;aa;sg;nom,n;m;aa;sg;ins,C
рыба,рыбу,2_6,2_19,n;f;aa;sg;nom,n;f;aa;sg;acc,C
глубокую,глубокой,2_13,2_2,adj;sint;f;an;sg;acc,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,C
ослах,ослами,2_10,2_17,n;m;aa;pl;prp,n;m;aa;pl;ins,C
соединения,соединения,0_11,0_11,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,C
умрут,умрем,1_0,1_13,verb;perf;iv;fut;p3;pl,verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,C
надменные,надменного,0_21,0_10,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
взяты,взято,2_3,2_0,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;pp;pasv;short;nt;sg,C
Елишамы,Елишама,2_3,2_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
письмена,письмени,2_6,2_3,,,TGT_LEXICAL_ERROR
поручения,поручение,0_11,0_7,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,n;nt;nn;sg;nom - n;nt;nn;sg;acc,C
Озиил,Озиила,2_18,2_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
соблюдения,соблюдает,0_11,0_14,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
теле,телом,2_0,2_14,n;nt;nn;sg;prp,n;nt;nn;sg;ins,C
внимая,внимают,1_20,1_0,verb;impf;iv;pprs;adv,verb;impf;iv;pres;p3;pl,C
угнетении,угнетать,0_5,0_22,n;nt;nn;sg;prp,verb;impf;tv;inf - verb;impf;iv;inf,POS_PAIR_ERROR
хлебным,хлеб,0_28,0_26,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;m;nn;sg;nom - n;m;nn;sg;acc,POS_PAIR_ERROR
производил,производит,0_4,0_16,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
достойной,достойна,2_2,2_6,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adj;sint;short;f;sg,C
призвали,призвания,1_6,1_8,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
евнуха,евнухов,2_6,2_1,n;m;aa;sg;gen - n;m;aa;sg;acc,n;m;aa;pl;gen - n;m;aa;pl;acc,C
ненавидят,ненавидишь,0_29,0_15,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
престолов,престоле,2_1,2_0,n;m;nn;pl;gen,n;m;nn;sg;prp,C
Дева,Деве,2_6,2_0,n;f;aa;sg;nom,n;f;aa;sg;dat,C
совершает,совершать,0_14,0_22,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;inf - verb;impf;iv;inf,C
поздно,поздние,2_0,2_20,adv;,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,POS_PAIR_ERROR
темнице,темницу,2_0,2_19,n;f;nn;sg;dat - n;f;nn;sg;prp,n;f;nn;sg;acc,C
Святый,Свят,2_12,2_18,,,SRC_LEXICAL_ERROR
приступила,приступи,0_9,0_1,verb;perf;iv;past;f;sg,verb;perf;iv;imp;p2;sg,C
неправды,неправду,2_3,2_19,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen,n;f;nn;sg;acc,C
никакого,никакая,2_7,2_9,prn;ind;nt;an;sg;gen - prn;ind;m;aa;sg;acc - prn;ind;m;an;sg;gen,prn;ind;f;an;sg;nom,C
отвратить,отвратите,0_31,0_6,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,C
упадут,упадет,1_0,1_3,verb;perf;iv;fut;p3;pl,verb;perf;iv;fut;p3;sg,C
терпит,терпите,0_16,0_6,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p2;pl - verb;impf;tv;imp;p2;pl - verb;impf;iv;pres;p2;pl - verb;impf;iv;imp;p2;pl,C
блаженным,блаженный,0_28,0_12,n;m;aa;pl;dat - n;m;aa;sg;ins - n;f;aa;pl;dat - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;m;aa;sg;nom - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
пост,пост,0_26,0_26,n;m;nn;sg;nom - n;m;nn;sg;acc - n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;acc - n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,C
угоден,угодным,0_24,0_28,adj;sint;short;m;sg,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
глиняным,глиняною,2_16,2_4,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;f;an;sg;ins,C
призывает,призывает,1_3,1_3,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
споры,спорные,0_1,0_21,n;m;nn;pl;nom - n;m;nn;pl;acc - n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen - adj;sint;short;mfn;pl,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,PARADIGM_ERROR
потряс,потряс,0_26,0_26,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
перейдете,перейдя,1_19,1_20,verb;perf;tv;fut;p2;pl - verb;perf;iv;fut;p2;pl,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,C
государя,государям,1_20,1_11,n;m;aa;sg;gen - n;m;aa;sg;acc,n;m;aa;pl;dat,C
вступила,вступят,0_9,0_29,verb;perf;iv;past;f;sg,verb;perf;iv;fut;p3;pl,C
воспоминать,воспоминания,1_14,1_8,verb;impf;tv;inf - verb;impf;iv;inf,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
заключает,заключен,0_14,0_24,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,adj;sint;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg,PARADIGM_ERROR
медным,мед,0_28,0_26,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;m;nn;sg;acc - n;m;nn;sg;nom,POS_PAIR_ERROR
рождать,рождая,1_14,1_20,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,C
вознес,вознесут,1_1,1_0,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,C
простирая,простирай,1_20,1_1,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
животного,живот,0_10,0_26,n;nt;aa;sg;gen - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - n;m;aa;sg;nom,PARADIGM_ERROR
спрашивали,спрашиваешь,1_6,1_23,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
бросив,бросают,0_30,0_2,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,PARADIGM_ERROR
войдете,войдите,1_19,1_24,verb;perf;iv;fut;p2;pl,verb;perf;iv;imp;p2;pl,C
десяти,десятое,2_3,2_15,num;mfn;pl;gen - num;mfn;pl;dat - num;mfn;pl;prp,det;ord;nt;an;sg;nom - det;ord;nt;an;sg;acc,POS_PAIR_ERROR
приходил,приходит,0_4,0_16,verb;impf;iv;past;m;sg,verb;impf;iv;pres;p3;sg,C
ездить,ездил,0_31,0_4,verb;impf;iv;inf,verb;impf;iv;past;m;sg,C
возлюбленные,возлюбленных,2_8,2_1,n;m;aa;pl;nom - n;f;aa;pl;nom - verb;perf;tv;pp;pasv;mfn;an;pl;nom - verb;perf;tv;pp;pasv;mfn;nn;pl;acc - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,n;m;aa;pl;prp - n;m;aa;pl;acc - n;m;aa;pl;gen - n;f;aa;pl;prp - n;f;aa;pl;acc - n;f;aa;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,C
вручили,вручил,0_0,0_4,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
выступал,выступит,0_4,0_16,verb;impf;iv;past;m;sg,verb;perf;iv;fut;p3;sg,PARADIGM_ERROR
пребывает,пребываем,1_3,1_13,verb;impf;iv;pres;p3;sg,verb;impf;iv;pres;p1;pl,C
возлагай,возлагали,1_1,1_6,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,C
беззаконию,беззакониями,1_2,1_7,n;nt;nn;sg;dat,n;nt;nn;pl;ins,C
год,год,0_26,0_26,n;m;nn;sg;acc - n;m;nn;sg;nom - n;m;nn;sg;acc - n;m;nn;sg;nom,n;m;nn;sg;acc - n;m;nn;sg;nom - n;m;nn;sg;acc - n;m;nn;sg;nom,C
Израильтянам,Израильтяне,2_11,2_0,n;m;aa;pl;dat,n;m;aa;pl;nom,C
построят,построил,0_29,0_4,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
повредить,повредил,0_31,0_4,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
Петра,Петру,2_6,2_19,np;ant;m;sg;gen - np;ant;m;sg;acc,np;ant;m;sg;dat,SRC_POS_ERROR TGT_POS_ERROR
Левиин,Левиина,2_18,2_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
кричал,кричали,0_4,0_0,verb;impf;iv;past;m;sg,verb;impf;iv;past;mfn;pl,C
выслушаю,выслушали,1_2,1_6,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
нарушал,нарушили,0_4,0_0,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,PARADIGM_ERROR
здорового,здоровую,2_7,2_13,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,C
